kode	uraian	vol	sat	hargasat	jumlah	kdblokir	sdana
	    -     Biaya cetak buku bimbingan dan konseling  [39 MHS x 1 EXP]	39	EXP	20000	780000		
	 >> Evaluasi PBM	0		0	0		
	    -     Konsumsi rapat monev PBM	25	OR	25000	625000		
	    -     Konsumsi ujian proposal KTI  [10 KLP x 2 PT]	20	OK	25000	500000		
	    -     Konsumsi yudisium	25	OR	25000	625000		
	    -     Konsumsi ujian sidang KTI  [10 KLP x 2 PT]	20	OK	25000	500000		
	    -     Penggandaan instrumen ujian osce  [15 KMPTS x 10 LBR x 2 KL x 84 MHS]	25200	LBR	200	5040000		
	    -     Penggandaan soal uji tulis  [15 MA x 8 LBR x 4 KL x 84 MHS]	40320	LBR	200	8064000		
	    -     Cetak buku panduan KTI  [40 EX x 1 KL]	40	EX	30000	1200000		
     521213	Belanja Honor Output Kegiatan	0		0	9000000		A
	    -     Honor dosen tamu  [2 DSN x 2 SMT x 2 JAM]	8	OK	250000	2000000		
	    -     Honor dosen tidak tetap  [2 SKS x 14 TM x 1 SMT]	28	OK	250000	7000000		
     522191	Belanja Jasa Lainnya	0		0	7980000		A
	    -     Biaya lahan praktek  [19 MHS x 3 MA x 2 MGG]	114	OK	70000	7980000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	20850000		A
	    -     Transport dosen tamu  [2 DSN x 2 SMT x 1 KEG]	4	OK	150000	600000		
	    -     Transport dosen tidak tetap  [2 DSN x 1 SMT x 14 TM]	28	OK	150000	4200000		
	    -     Uang harian supervisi kegiatan praktek klinik luar kota di jawa tengah  [2 ORG x 1 KEG x 1 HR x 3 LHN]	6	OK	350000	2100000		
	    -     Transport bimbingan praktek klinik luar kota di jawa tengah  [2 ORG x 1 SMT x 1 LHN x 3 KEG]	6	OK	350000	2100000		
	    -     Transport bimbingan praktek klinik dalam kota  [2 ORG x 2 LHN x 1 SMT x 3 KEG]	12	OK	150000	1800000		
	 >> Monev	0		0	0		
	    -     Uang harian  [3 OR x 2 HARI]	6	OK	500000	3000000		
	    -     Penginapan rapat koordinasi  [3 OR x 2 HR]	6	OK	600000	3600000		
	    -     Transport koordinasi  [3 OR x 1 KL]	3	OK	1150000	3450000		
     AF	Kelas Karyawan Keperawatan Semarang	0		0	328275000		
     521211	Belanja Bahan	0		0	95875000		A
	    -     Pengiriman surat	1	PKT	2274000	2274000		
	    -     Konsumsi rapat koordinasi praktek  [35 0RG x 5 KEG x 5 LHN]	875	OK	25000	21875000		
	    -     Penggandaan modul mata ajar  [15 MA x 2 MODUL x 45 LBR x 5 SET]	6750	LBR	200	1350000		
	    -     Penggandaan RPS, RPP dan kontrak belajar  [15 MA x 2 SMT x 75 LBR]	2250	LBR	200	450000		
	    -     Konsumsi rapat PBM  [35 ORG x 4 KEG x 2 SMT]	280	OK	25000	7000000		
	    -     Penggandaan buku panduan praktek klinik  [120 EXP x 6 MA x 2 SMT]	1440	EXP	25000	36000000		
	    -     Biaya cetak buku bimbingan dan konseling  [70 MHS x 1 EXP]	70	EXP	20000	1400000		
	 >> Evaluasi PBM	0		0	0		
	    -     Konsumsi rapat monev PBM	25	OR	25000	625000		
	    -     Konsumsi ujian proposal KTI  [66 MHS x 3 PGJ]	198	OK	25000	4950000		
	    -     Konsumsi yudisium	25	OR	25000	625000		
	    -     Konsumsi ujian sidang KTI  [66 MHS x 3 PGJ]	198	OK	25000	4950000		
	    -     Penggandaan instrumen ujian osce  [15 KMPTS x 10 LBR x 2 KL x 84 MHS]	25200	LBR	200	5040000		
	    -     Penggandaan soal uji tulis  [15 MA x 8 LBR x 4 KL x 66 MHS]	31680	LBR	200	6336000		
	    -     Cetak buku panduan KTI  [100 EX x 1 KL]	100	EX	30000	3000000		
     521213	Belanja Honor Output Kegiatan	0		0	9000000		A
	    -     Honor dosen tamu  [2 DSN x 2 SMT x 2 JAM]	8	OK	250000	2000000		
	    -     Honor dosen tidak tetap  [2 SKS x 14 TM x 1 SMT]	28	OK	250000	7000000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	112200000		A
	    -     Pemenuhan kompetensi PPI	66	OK	1250000	82500000		
	    -     Pemenuhan kompetensi Bahasa Inggris	66	OK	450000	29700000		
     522191	Belanja Jasa Lainnya	0		0	69300000		A
	    -     Biaya lahan praktek  [66 MHS x 5 MA x 3 MGG]	990	OK	70000	69300000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	41900000		A
	    -     Transport dosen tamu  [2 DSN x 2 SMT x 1 KEG]	4	OK	150000	600000		
	    -     Transport dosen tidak tetap  [2 DSN x 1 SMT x 14 TM]	28	OK	150000	4200000		
	    -     Uang harian supervisi kegiatan praktek klinik luar kota di jawa tengah  [3 ORG x 1 KEG x 1 HR x 6 LHN]	18	OK	350000	6300000		
	    -     Transport bimbingan praktek klinik luar kota  [2 ORG x 1 SMT x 4 LHN x 5 KEG]	40	OK	350000	14000000		
	    -     Transport bimbingan praktek klinik dalam kota  [3 ORG x 3 LHN x 1 SMT x 5 KEG]	45	OK	150000	6750000		
	 >> Monev	0		0	0		
	    -     Uang harian  [3 OR x 2 HARI]	6	OK	500000	3000000		
	    -     Penginapan rapat koordinasi  [3 OR x 2 HR]	6	OK	600000	3600000		
	    -     Transport koordinasi  [3 OR x 1 KL]	3	OK	1150000	3450000		
     AG	Kelas Karyawan Keperawatan Magelang	0		0	313065000		
     521211	Belanja Bahan	0		0	62590000		A
	    -     Pengiriman surat	1	PKT	1890000	1890000		
	    -     Konsumsi rapat koordinasi praktek  [20 0RG x 5 KEG x 3 LHN]	300	OK	25000	7500000		
	    -     Penggandaan modul mata ajar  [15 MA x 2 MODUL x 45 LBR x 5 SET]	6750	LBR	200	1350000		
	    -     Penggandaan RPS, RPP dan kontrak belajar  [15 MA x 2 SMT x 75 LBR]	2250	LBR	200	450000		
	    -     Konsumsi rapat PBM  [35 ORG x 4 KEG x 2 SMT]	280	OK	25000	7000000		
	    -     Penggandaan buku panduan praktek klinik  [100 EXP x 5 MA x 2 SMT]	1000	EXP	25000	25000000		
	    -     Biaya cetak buku bimbingan dan konseling  [75 MHS x 1 EXP]	75	EXP	20000	1500000		
	    -     Konsumsi rapat movev PBM	25	OR	25000	625000		
	    -     Konsumsi ujian proposal KTI  [75 MHS x 3 PGJ]	225	OK	25000	5625000		
	    -     Konsumsi Yudisium  [25 ORG]	25	OR	25000	625000		
	    -     Konsumsi ujian sidang KTI  [75 MHS x 3 PGJ]	225	OK	25000	5625000		
	    -     Penggandaan instrumen ujian osce  [10 KMPTS x 5 LBR x 2 KL x 75 MHS]	7500	LBR	200	1500000		
	    -     Penggandaan soal uji tulis  [10 MA x 8 LBR x 2 KL x 75 MHS]	12000	LBR	200	2400000		
	    -     Cetak buku panduan KTI  [75 EX x 1 KL]	75	EX	20000	1500000		
     521213	Belanja Honor Output Kegiatan	0		0	6200000		A
	    -     Honor dosen tamu  [2 DSN x 2 SMT x 2 JAM]	8	OK	250000	2000000		
	    -     Honor dosen tidak tetap  [2 SKS x 14 TM x 1 SMT]	28	OK	150000	4200000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	127500000		A
	    -     Pemenuhan kompetensi PPI	75	OK	1250000	93750000		
	    -     Pemenuhan kompetensi Bahasa Inggris	75	OK	450000	33750000		
     522191	Belanja Jasa Lainnya	0		0	73125000		A
	    -     Biaya lahan praktek  [75 MHS x 5 MA x 3 MGG]	1125	OK	65000	73125000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	43650000		A
	    -     Transport dosen tamu  [2 DSN x 2 SMT x 1 KEG]	4	OK	150000	600000		
	    -     Transport dosen tidak tetap  [2 DSN x 1 SMT x 14 TM]	28	OK	150000	4200000		
	    -     Uang harian supervisi kegiatan praktek klinik luar kota di jawa tengah  [3 ORG x 1 KEG x 1 HR x 6 LHN]	18	OK	350000	6300000		
	    -     Transport bimbingan praktek klinik luar kota di jawa tengah  [3 ORG x 1 SMT x 3 LHN x 5 KEG]	45	OK	350000	15750000		
	    -     Transport bimbingan praktek klinik dalam kota  [3 ORG x 3 LHN x 1 SMT x 5 KEG]	45	OK	150000	6750000		
	 >> Monev	0		0	0		
	    -     Uang harian  [3 OR x 2 HARI]	6	OK	500000	3000000		
	    -     Penginapan rapat koordinasi  [3 OR x 2 HR]	6	OK	600000	3600000		
	    -     Transport koordinasi  [3 OR x 1 KL]	3	OK	1150000	3450000		
     AH	Kelas Karyawan Keperawatan Purwokerto	0		0	219945000		
     521211	Belanja Bahan	0		0	29220000		A
	    -     Pengiriman surat	1	PKT	1726000	1726000		
	    -     Konsumsi rapat koordinasi praktek  [15 0RG x 5 KEG x 2 LHN]	150	OK	15000	2250000		
	    -     Penggandaan modul mata ajar  [10 MA x 2 MODUL x 35 LBR x 3 SET]	2100	LBR	200	420000		
	    -     Penggandaan RPS, RPP dan kontrak belajar  [15 MA x 2 SMT x 75 LBR]	2250	LBR	200	450000		
	    -     Konsumsi rapat PBM  [35 ORG x 4 KEG x 1 SMT]	140	OK	25000	3500000		
	    -     Penggandaan buku panduan praktek klinik  [65 EXP x 5 MA x 1 SMT]	325	EXP	25000	8125000		
	    -     Biaya cetak buku bimbingan dan konseling  [47 MHS x 1 EXP]	47	EXP	15000	705000		
	 >> Evaluasi PBM	0		0	0		
	    -     Konsumsi rapat monev PBM	25	OR	25000	625000		
	    -     Konsumsi ujian proposal KTI  [47 MHS x 3 PGJ]	141	OK	25000	3525000		
	    -     Konsumsi yudisium	25	OR	25000	625000		
	    -     Konsumsi ujian sidang KTI  [47 MHS x 3 PGJ]	141	OK	25000	3525000		
	    -     Penggandaan instrumen ujian osce  [10 KMPTS x 5 LBR x 2 KL x 47 MHS]	4700	LBR	200	940000		
	    -     Penggandaan soal uji tulis  [10 MA x 8 LBR x 2 KL x 47 MHS]	7520	LBR	200	1504000		
	    -     Cetak buku panduan KTI  [65 EX x 1 KL]	65	EX	20000	1300000		
     521213	Belanja Honor Output Kegiatan	0		0	8000000		A
	    -     Honor dosen tamu  [2 DSN x 1 SMT x 2 JAM]	4	OK	250000	1000000		
	    -     Honor dosen tidak tetap  [2 SKS x 14 TM x 1 SMT]	28	OK	250000	7000000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	79900000		A
	    -     Pemenuhan kompetensi PPI	47	OK	1250000	58750000		
	    -     Pemenuhan kompetensi Bahasa Inggris	47	OK	450000	21150000		
     522191	Belanja Jasa Lainnya	0		0	73125000		A
	    -     Biaya lahan praktek  [75 MHS x 5 MA x 3 MGG]	1125	OK	65000	73125000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	29700000		A
	    -     Transport dosen tamu  [2 DSN x 1 SMT x 1 KEG]	2	OK	150000	300000		
	    -     Transport dosen tidak tetap  [1 DSN x 1 SMT x 14 TM]	14	OK	150000	2100000		
	    -     Uang harian supervisi kegiatan praktek klinik luar kota di jawa tengah  [2 ORG x 1 KEG x 1 HR x 5 LHN]	10	OK	350000	3500000		
	    -     Transport bimbingan praktek klinik luar kota di jawa tengah  [2 ORG x 1 SMT x 2 LHN x 5 KEG]	20	OK	350000	7000000		
	    -     Transport bimbingan praktek klinik dalam kota  [3 ORG x 3 LHN x 1 SMT x 5 KEG]	45	OK	150000	6750000		
	 >> Monev	0		0	0		
	    -     Uang harian  [3 OR x 2 HARI]	6	OK	500000	3000000		
	    -     Penginapan rapat koordinasi  [3 OR x 2 HR]	6	OK	600000	3600000		
	    -     Transport koordinasi  [3 OR x 1 KL]	3	OK	1150000	3450000		
     BC	Kebidanan Purwokerto	0		0	92245000		
     521211	Belanja Bahan	0		0	14445000		A
	    -     Konsumsi rapat persiapan assesment RPL  [15 OR x 1 KEG]	15	OK	25000	375000		
	    -     Fotocopy materi assesment  [40 PST x 3 KEG x 1 PKT]	120	PKT	10000	1200000		
	    -     Konsumsi rapat koordinasi Praktik  [20 OR x 2 KEG]	40	OK	25000	1000000		
	    -     Penggandaan modul mata ajar  [15 MA x 3 MODUL x 25 LB x 5 SET]	5625	LBR	200	1125000		
	    -     Penggandaan Silabi, SAP, Kontrak Belajar  [15 MA x 2 SMT x 50 LB x 5 SET]	7500	LBR	200	1500000		
	    -     Konsumsi rapat pembelajaran PBM  [15 DSN x 3 KL x 2 SMT]	90	OK	25000	2250000		
	    -     Penggandaan buku panduan praktik  [25 PKT x 3 KL]	75	PKT	35000	2625000		
	    -     Biaya cetak buku bimbingan dan konseling  [16 EXP x 1 KL]	16	EXP	35000	560000		
	 >> Monev	0		0	0		
	    -     Konsumsi rapat monev PBM	25	OR	25000	625000		
	    -     Konsumsi yudisium	25	OR	25000	625000		
	    -     Penggandaan soal uji tulis  [4 MK x 100 LBR x 2 SMT x 16 MHS]	12800	LBR	200	2560000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	25200000		A
	    -     Pemenuhan kompetensi IT  [14 MHS x 1 KL]	14	OK	300000	4200000		
	    -     Pemenuhan kompetensi PPGDON  [14 MHS x 1 KL]	14	OK	1500000	21000000		
     522191	Belanja Jasa Lainnya	0		0	7700000		A
	    -     Biaya lahan praktik PK II  [14 OR x 1 BLN]	14	OK	200000	2800000		
	    -     Biaya lahan praktik PK III  [14 OR x 1 BLN]	14	OK	200000	2800000		
	    -     Biaya lahan PKL  [14 OR x 1 BLN]	14	OK	150000	2100000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	30300000		A
	    -     Transport koordinasi  [2 OR x 2 KL]	4	OK	350000	1400000		
	    -     Uang harian koordinasi  [2 OR x 2 KL x 1 HR]	4	OH	350000	1400000		
	    -     Transport supervisi luar kota di jawa tengah  [15 OR x 3 KL x 1 SMT]	45	OH	350000	15750000		
	    -     Uang harian koordinasi penjajagan lahan praktek luar kota di jawa tengah  [2 ORG x 2 RS x 1 KEG]	4	OK	350000	1400000		
	 >> Monev	0		0	0		
	    -     Uang harian workshop/monev  [3 OR x 2 HARI]	6	OK	500000	3000000		
	    -     Penginapan rapat koordinasi  [3 OR x 2 HR]	6	OK	650000	3900000		
	    -     Transport koordinasi  [3 OR x 1 KL]	3	OK	1150000	3450000		
     524113	Belanja Perjalanan Dinas Dalam Kota	0		0	14600000		A
	    -     Transport supervisi dalam kota  [10 OR x 8 KL x 1 SMT]	80	OH	150000	12000000		
	    -     Uang harian rapat praktek dalam kota lebih dari 8 jam  [10 ORG x 1 KL x 2 RS]	20	OK	130000	2600000		
     CB	Kelas Karyawan Keperawatan Gigi	0		0	220115000		
     521211	Belanja Bahan	0		0	81365000		A
	    -     Konsumsi rapat koordinasi Praktik  [30 OR x 1 KEG]	30	OK	25000	750000		
	    -     Penggandaan modul mata ajar  [20 MA x 2 SMT x 2 PT x 75 LB]	6000	PKT	200	1200000		
	    -     Penggandaan Silabi, SAP, Kontrak Belajar  [3 PKT x 2 SMT x 60 MHS x 30 LB]	10800	PKT	200	2160000		
	    -     Konsumsi rapat pembelajaran PBM  [30 ORG x 2 KL x 2 SMT]	120	OK	25000	3000000		
	    -     Penggandaan Buku Panduan Praktik  [70 PT x 50 LB x 1 KEG]	3500	PKT	200	700000		
	    -     Biaya cetak buku bimbingan dan konseling  [60 MHS x 50 LB x 1 KL]	3000	EXP	200	600000		
	    -     Penggandaan RPP dan RPS  [15 PKT x 75 LB x 2 SMT]	2250	PKT	200	450000		
	    -     Penggandaan PBM  [1 PKT x 6 BLN]	6	PKT	1500000	9000000		
	    -     Bahan praktek	1	PT	59225000	59225000		
	> Evaluasi	0		0	4280000		
	    -     Buku Cetak Panduan KTI  [60 MHS x 50 LBR]	3000	OK	200	600000		
	    -     Penggandaan soal Ujian  [1 PKT x 4 KL]	4	PKT	740000	2960000		
	    -     Buku Panduan praktek di lapangan  [60 MHS x 60 LB]	3600	OK	200	720000		
     521213	Belanja Honor Output Kegiatan	0		0	49500000		A
	    -     Honor CI dari Lahan  [33 ORG x 3 KL]	99	OK	500000	49500000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	80850000		A
	    -     Pemenuhan Kompetensi PPI  [33 MHS x 1 KL]	33	OK	1500000	49500000		
	    -     Pemenuhan Kompetensi IT  [33 MHS x 1 KL]	33	OK	500000	16500000		
	    -     Pemenuhan kompetensi Bhs Inggris  [33 MHS x 1 KL]	33	OK	450000	14850000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	8400000		A
	    -     Transport Supervisi dalam kota  [10 DSN x 3 KL]	30	OK	150000	4500000		
	    -     Uang harian Supervisi dalam kota lebih dari 8 jam  [10 DSN x 3 KL]	30	OK	130000	3900000		
     XY	WORKSHOP PERSIAPAN KURIKULUM RPL	0		0	84432000		
     521211	Belanja Bahan	0		0	10812000		A
	    -     Konsumsi pelaksanaan workshop  [17 PRODI x 6 OR x 1 KEG x 2 HR]	204	OK	53000	10812000		
     521811	Belanja Barang Persediaan Barang Konsumsi	0		0	22200000		A
	    -     Alat Tulis Kantor	1	PT	22200000	22200000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	51420000		A
	    -     Transport peserta dalam kota  [9 PRODI x 6 OR]	54	OK	150000	8100000		
	    -     Transport peserta luar kota  [8 PRODI x 6 OR x 1 PP]	48	OK	350000	16800000		
	    -     Uang harian fullboard luar kota di jawa tengah  [8 PRODI x 6 OR x 2 HR]	96	OH	130000	12480000		
	    -     Uang harian pertemuan dalam kota lebih dr 8 jam  [9 PRODI x 6 OR x 2 HR]	108	OH	130000	14040000		
2079	Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya pada Program Pengembangan dan Pemberdayaan Sumber Daya Manusia Kesehatan	0		0	77183199000		
2079.603	"Sarana Prasarana
[Base Line]"	277	Unit	0	1109611000		
   051	Pengadaan Alat Laboratorium	0		0	1109611000		
      A	Pengadaan Alat Laboratorium Sitohisteknologi	0		0	938885000		
     532111	Belanja Modal Peralatan dan Mesin	0		0	938885000		A
	    -     Tissue Prosesor	1	UNIT	385714480	385714000		
	    -     Cito Spin	1	UNIT	158248000	158248000		
	    -     Mikroskop Binokuler	16	UNIT	16500000	264000000		
	    -     Sentrifuge	1	UNIT	54530000	54530000		
	    -     Oven	1	UNIT	31720890	31720000		
	    -     Inkubator 37-56 DC	1	UNIT	44673216	44673000		
      B	Pengadaan Alat Laboratorium Kimia	0		0	170726000		
     532111	Belanja Modal Peralatan dan Mesin	0		0	170726000		A
	    -     Lemari asam	1	UNIT	150000000	150000000		
	    -     Waterbath 50-100 DC	1	UNIT	14836000	14836000		
	    -     Magnetik Stirrer	1	UNIT	5890257	5890000		
2079.994	"Layanan Perkantoran
[Base Line]"	1	Layanan	0	76073588000		
   001	Gaji dan Tunjangan	0		0	52566564000		
      A	Pembayaran Gaji dan Tunjangan	0		0	52566564000		
     511111	Belanja Gaji Pokok PNS	0		0	27096232000		A
	    -     Belanja Gaji Pokok PNS	1	THN	25011906857	25011906000		
	    -     Belanja Gaji Pokok PNS (gaji ke 13)	1	BLN	2084326000	2084326000		
     511119	Belanja Pembulatan Gaji PNS	0		0	461000		A
	    -     Belanja Pembulatan Gaji PNS	1	THN	426000	426000		
	    -     Belanja Pembulatan Gaji PNS (gaji ke 13)	1	BLN	35000	35000		
     511121	Belanja Tunj. Suami/Istri PNS	0		0	1781825000		A
	    -     Belanja Tunj. Suami/Istri PNS	1	THN	1644762000	1644762000		
	    -     Belanja Tunj. Suami/Istri PNS (gaji ke 13)	1	BLN	137063000	137063000		
     511122	Belanja Tunj. Anak PNS	0		0	542045000		A
	    -     Belanja Tunj. Anak PNS	1	THN	500350000	500350000		
	    -     Belanja Tunj. Anak PNS (gaji ke 13)	1	BLN	41695000	41695000		
     511123	Belanja Tunj. Struktural PNS	0		0	14040000		A
	    - Belanja Tunj. Struktural PNS	1	THN	12960000	12960000		
	    - Belanja Tunj. Struktural PNS (gaji ke 13)	1	BLN	1080000	1080000		
     511124	Belanja Tunj. Fungsional PNS	0		0	3749489000		A
	    -     Belanja Tunj. Fungsional PNS	1	THN	3461067000	3461067000		
	    -     Belanja Tunj. Fungsional PNS (gaji ke 13)	1	BLN	288422000	288422000		
     511125	Belanja Tunj. PPh PNS	0		0	524710000		A
	    -     Belanja Tunj. PPh PNS	1	THN	484348000	484348000		
	    -     Belanja Tunj. PPh PNS (gaji ke 13)	1	BLN	40362000	40362000		
     511126	Belanja Tunj. Beras PNS	0		0	1631992000		A
	    -     Belanja Tunj. Beras PNS	1	THN	1631992000	1631992000		
     511129	Belanja Uang Makan PNS	0		0	4422211000		A
	    -     Belanja Uang Makan PNS	1	THN	4422211200	4422211000		
     511151	Belanja Tunjangan Umum PNS	0		0	710892000		A
	    -     Belanja Tunjangan Umum PNS	1	THN	656208000	656208000		
	    -     Belanja Tunjangan Umum PNS (gaji ke 13)	1	BLN	54684000	54684000		
     511153	Belanja Tunjangan Profesi Dosen	0		0	11345817000		A
	    -     Tunjangann profesi dosen	1	TH	11345817000	11345817000		
     511156	Belanja Tunjangan Khusus Guru/Dosen	0		0	138000000		A
	    -     Tunjangan Bahaya Radiasi (10 OR x 12 BL)	120	OB	1150000	138000000		
     512211	Belanja Uang Lembur	0		0	608850000		A
	    -     Uang Lembur Gol. I  [22 OR x 4 JAM x 30 HR]	2640	OJ	10000	26400000		
	    -     Uang Lembur Gol 3  [185 OR x 4 JAM x 30 HR]	22200	OJ	13000	288600000		
	    -     Uang Lembur Gol. 4  [20 OR x 4 JAAM x 30 HR]	2400	OJ	17000	40800000		
	    -     Uang Makan Lembur Gol. 2  [22 OR x 30 HR]	660	OH	35000	23100000		
	    -     Uang Makan Lembur Gol. 3  [185 OR x 30 HR]	5550	OH	37000	205350000		
	    -     Uang Makan Lembur Gol. 4  [20 OR x 30 HR]	600	OH	41000	24600000		
   002	Operasional dan Pemeliharaan Kantor	0		0	23507024000		
      A	Keperluan Perkantoran	0		0	2376760000		
     521111	Belanja Keperluan Perkantoran	0		0	1702960000		A
	    -     Biaya Langganan Internet  [15 TMP x 12 BL]	180	BL	2250000	405000000		
	    -     Biaya pemasangan baliho	1	TH	111160000	111160000		
	    -     Pengiriman surat  [30 PRODI x 12 BL]	360	BL	500000	180000000		
	    -     Pengiriman Surat Direktorat	12	BL	2500000	30000000		
	    -     Foto copy  [1500 LB x 33 PRODI x 12 BL]	594000	LBR	200	118800000		
	    -     Foto copy direktorat	12	BL	5000000	60000000		
	    -     Keperluan sehari-hari perkantoran lebih dari 40 pegawai (jawa Tengah)	532	OT	1500000	798000000		
     521811	Belanja Barang Persediaan Barang Konsumsi	0		0	673800000		A
	    -     Barang cetakan	12	BL	6650000	79800000		
	    -     Bantuan ATK prodi  [33 PRODI x 12 BL]	396	BL	1500000	594000000		
      B	Perawatan dan pemeliharaan gedung	0		0	1585740000		
     523119	Belanja Pemeliharaan Gedung dan Bangunan Lainnya	0		0	1585740000		A
	    -     Pemeliharaan Halaman Gedung/Bangunan Kantor (Jawa  Tengah)	158574	M2	10000	1585740000		
      C	Pemeliharaan peralatan	0		0	2494178000		
     523121	Belanja Pemeliharaan Peralatan dan Mesin	0		0	2494178000		A
	> Pemeliharaan peralatan kantor dan mesin	0		0	924300000		
	    -     Pemeliharaan Inventaris Kantor	532	PEG	80000	42560000		
	    -     Pemeliharaan AC Split	144	UNIT	610000	87840000		
	    -     Pemeliharaan Personal Computer/Notebook	651	UNIT	730000	475230000		
	    -     Pemeliharaan Printer	216	UNIT	690000	149040000		
	    -     Biaya pemeliharaan buku perpustakaan ( 8 Lokasi)	6000	M-3	16500	99000000		
	    -     Pemeliharaan Genset 100 KVA	2	UNIT	10150000	20300000		
	    -     Pemeliharaan Genset lebih kecil dari 50 KVA	7	UNIT	7190000	50330000		
	> Pemeliharaan dan operasional Kendaraan bermotor	0		0	1342420000		
	    -     Biaya Pemeliharaan dan Operasional Kendaraan Roda 2 (Jawa  Tengah)	12	UNIT	3950000	47400000		
	    -     Biaya Pemeliharaan dan Operasional Kendaraan Roda 4 (Jawa  Tengah)	35	UNIT	34880000	1220800000		
	    -     Biaya Pemeliharaan dan Operasional Kendaraan Roda 6	2	UNIT	37110000	74220000		
	> Pemeliharaan alat laboratorium pendidikan	0		0	227458000		
	    -     Pemeliharaan peralatan laboratorium	1	TH	227458000	227458000		
      E	Operasional Perkantoran (RM)	0		0	4261562000		
     521115	Belanja Honor Operasional Satuan Kerja	0		0	2219642000		A
	> HONORARIUM PENGELOLA KEUANGAN	0		0	210000000		
	    -     Pejabat Kuasa Pengguna Anggaran  [1 OR x 12 BL]	12	OB	4500000	54000000		
	    -     Pejabat Pembuat Komitmen  [1 OR x 12 BL]	12	OB	4000000	48000000		
